,strasse,size,start_datum,end_datum,merge_index,start,ende,strasse_geodaten,lat,lon,_merge
25,Fürstenbergstraße,2.0,2021-04-26 11:30:00,2021-12-31 23:30:00,16,2021-04-26,2021-06-21,Fürstenbergstraße,47.6855617076258,9.15376972183316,both
26,Gustav-Schwab-Straße,2.0,2021-12-06 10:00:00,2021-12-31 23:00:00,17,2021-12-06,2022-01-04,Gustav-Schwab-Straße,47.67268718245506,9.177947389044874,both
27,Hermann-von-Viacari-Straße,2.0,2021-10-11 11:00:00,2021-11-15 09:00:00,18,2021-10-11,2021-11-15,Hermann-von-Vicari-Straße,47.67343877377024,9.201537866405223,both
28,Hermann-von-Vicari-Straße,2.0,2021-06-28 10:30:00,2021-10-11 11:00:00,19,2021-06-28,2021-09-28,Hermann-von-Vicari-Straße,47.67343877377024,9.201537866405223,both
29,Hermann-von-Vicari-Straße,2.0,2021-06-28 10:30:00,2021-10-11 11:00:00,19,2021-09-28,2021-10-11,Hermann-von-Vicari-Straße,47.67343877377024,9.201537866405223,both
30,Im Grund,2.0,2021-10-25 10:00:00,2021-12-06 11:30:00,20,2020-10-25,2021-12-06,Im Grund,47.73496400898946,9.121033031160094,both
31,Jakobstraße,2.0,2021-05-03 10:30:00,2021-10-11 12:00:00,21,2021-05-03,2021-06-14,Jakobstraße,47.67136990510048,9.209142245764143,both
32,Kindlebildstraße,2.0,2021-06-21 10:30:00,2021-10-11 08:30:00,22,2021-06-21,2021-08-17,Kindlebildstraße,47.6918589,9.1423292,both
33,Kindlebildstraße,2.0,2021-06-21 10:30:00,2021-10-11 08:30:00,22,2021-08-17,2021-10-11,Kindlebildstraße,47.6918589,9.1423292,both
34,Konzilstraße,3.0,2021-08-24 00:00:00,2021-12-31 23:30:00,23,2021-08-23,2021-11-02,Konzilstraße,47.6618402,9.1774011,both
35,Litzelstetter Straße,2.0,2021-05-31 10:30:00,2021-06-28 09:30:00,24,2021-05-31,2021-06-28,Litzelstetter Straße,47.69342624931603,9.15136429701642,both
36,Mainaustraße,2.0,2021-03-02 12:00:00,2021-12-31 23:30:00,25,2021-03-02,2021-05-10,Mainaustraße,47.67721296385649,9.198441282131038,both
37,Mainaustraße,2.0,2021-03-02 12:00:00,2021-12-31 23:30:00,25,2021-12-06,2022-01-24,Mainaustraße,47.67390833135424,9.196333847312491,both
38,Max-Stromeyer-Straße,3.0,2021-10-11 10:00:00,2021-12-06 09:30:00,26,2021-10-11,2021-12-06,Max-Stromeyer-Straße,47.674540015564105,9.16585802552332,both
39,Obere Laube ,2.0,2021-11-29 10:00:00,2021-12-31 23:30:00,27,,,,,,left_only
40,Radolfzeller Straße,2.0,2021-03-23 09:30:00,2021-12-06 08:00:00,28,2021-03-23,2021-05-31,Radolfzeller Straße,47.69045994058649,9.146848534971731,both
41,Radolfzeller Straße,2.0,2021-03-23 09:30:00,2021-12-06 08:00:00,28,2021-10-11,2021-12-06,Radolfzeller Straße,47.69164940388858,9.14600804760028,both
42,Radolfzeller Straße ,3.0,2021-12-06 10:30:00,2021-12-31 23:30:00,29,,,,,,left_only
43,Rheingutstraße,2.0,2021-01-01 00:30:00,2021-01-12 13:00:00,30,2020-11-05,2021-01-12,Rheingutstraße,47.66735855085348,9.165823644103602,both
44,Rheinsteig,3.0,2021-01-12 14:00:00,2021-05-10 08:30:00,31,2021-01-12,2021-05-10,Rheinsteig,47.66599238199294,9.177147266838382,both
45,Riedstraße,3.0,2021-01-25 12:00:00,2021-04-19 06:00:00,32,2021-01-25,2021-03-23,Riedstraße,47.68631607111137,9.148370648888964,both
46,Riedstraße,3.0,2021-01-25 12:00:00,2021-04-19 06:00:00,32,2021-03-23,2021-04-26,Riedstraße,47.68524421986284,9.147820761633312,both
47,Schiffstraße,2.0,2021-10-04 10:00:00,2021-12-16 08:30:00,33,2021-10-04,2021-11-15,Schiffstraße,47.68270726794879,9.206153623497228,both
48,Schiffstraße,2.0,2021-10-04 10:00:00,2021-12-16 08:30:00,33,2021-11-15,2021-12-16,Schiffstraße,47.68270726794879,9.206153623497228,both
49,Schneckenburgstraße ,2.0,2021-03-09 13:30:00,2021-05-03 10:30:00,34,2021-03-09,2021-05-03,Schneckenburgstraße,47.67709790064129,9.172942759788368,both
50,Schwaketenstraße,2.0,2021-05-31 10:00:00,2021-06-21 08:30:00,35,2021-05-31,2021-06-21,Schwaketenstraße,47.68783933784897,9.15990844717216,both
51,Schwaketenstraße ,2.0,2021-01-01 00:00:00,2021-05-31 10:00:00,36,2020-12-11,2021-01-28,Schwaketenstraße,47.68999110827243,9.148079333161943,both
52,Sonnenbühlstraße,2.0,2021-12-15 10:00:00,2021-12-31 23:30:00,37,2021-12-14,2021-12-20,Sonnenbühlstraße,47.67726303327788,9.19514550145772,both
53,Sonnenbühlstraße,2.0,2021-12-15 10:00:00,2021-12-31 23:30:00,37,2021-12-20,2022-02-16,Sonnenbühlstraße,47.679978570657966,9.18646391211746,both
54,Staader-Straße,2.0,2021-03-02 12:00:00,2021-03-23 10:00:00,38,2021-03-02,2021-03-23,Staader Straße,47.67996308515614,9.206983193862406,both
55,Stifterstraße,20.0,2021-06-21 10:00:00,2021-10-04 10:30:00,39,2021-06-21,2021-08-17,Stifterstraße,47.68895748831429,9.14984618143894,both
56,Stifterstraße,20.0,2021-06-21 10:00:00,2021-10-04 10:30:00,39,2021-08-17,2021-10-04,Stifterstraße,47.68895748831429,9.14984618143894,both
57,Universitätsstraße,2.0,2021-11-08 10:00:00,2021-12-20 10:00:00,40,,,,,,left_only
58,Untere Laube,2.0,2021-03-23 14:00:00,2021-11-08 11:30:00,41,2021-03-23,2021-06-14,Untere Laube,47.66544618762144,9.173822876921683,both
59,Untere Laube,2.0,2021-03-23 14:00:00,2021-11-08 11:30:00,41,2021-09-13,2021-11-08,Untere Laube,47.66279166695149,9.172572117858897,both
60,Von-Emmich-Straße,2.0,2021-05-03 10:00:00,2021-06-28 07:30:00,42,2021-05-03,2021-06-28,von-Emmich-Straße,47.67198605559048,9.177174657298687,both
61,Winkelstraße,2.0,2021-08-17 11:00:00,2021-10-04 08:30:00,43,2021-08-17,2021-10-04,Winkelstraße,47.68271546566867,9.157390532401482,both
62,Wollmatinger Straße,3.0,2021-05-31 10:00:00,2021-09-13 08:30:00,44,2021-05-31,2021-07-19,Wollmatinger Straße,47.67878686992496,9.171383869023584,both
63,Wollmatinger Straße,3.0,2021-05-31 10:00:00,2021-09-13 08:30:00,44,2021-07-19,2021-09-13,Wollmatinger Straße,47.67878686992496,9.171383869023584,both
64,Zur Torkel,2.0,2021-08-09 10:00:00,2021-10-11 12:00:00,45,,,,,,left_only
