,strasse,size,start_datum,end_datum,merge_index,start,ende,strasse_geodaten,lat,lon,_merge
11,Friedrichstraße,9.0,2020-11-02 12:00:00,2020-12-31 23:30:00,8,2020-11-02,2020-12-14,Friedrichstraße,47.6795465,9.1845626,both
12,Friedrichstraße,9.0,2020-11-02 12:00:00,2020-12-31 23:30:00,8,2020-12-14,2021-01-28,Friedrichstraße,47.6795465,9.1845626,both
13,Fritz-Arnold-Straße,12.0,2020-07-06 13:00:00,2020-08-18 07:30:00,9,2020-07-06,2020-08-18,Fritz-Arnold-Straße,47.67735194173439,9.144801500031264,both
14,Hermann-Hesse-Weg,4.0,2020-08-13 12:00:00,2020-09-30 11:00:00,10,2020-08-18,2020-09-30,Hermann-Hesse-Weg,47.66484741019276,9.2068655697819,both
15,Hermann-von-Vicari-Straße,6.0,2020-06-16 12:00:00,2020-11-02 12:00:00,11,2020-06-16,2020-07-20,Hermann-von-Vicari-Straße,47.673478055958256,9.200980223487186,both
16,Hermann-von-Vicari-Straße,6.0,2020-06-16 12:00:00,2020-11-02 12:00:00,11,2020-07-20,2020-11-02,Hermann-von-Vicari-Straße,47.673478055958256,9.200980223487186,both
17,Herosestraße,2.0,2020-08-18 12:30:00,2020-10-21 11:00:00,12,2020-08-18,2020-10-22,Herosestraße,47.6840926,9.1575419,both
18,Im Grund,3.0,2020-10-22 12:00:00,2020-11-24 10:00:00,13,2020-10-22,2020-11-02,Im Grund,47.73496400898946,9.121033031160094,both
19,Im Grund,3.0,2020-10-22 12:00:00,2020-11-24 10:00:00,13,2020-10-25,2021-12-06,Im Grund,47.73496400898946,9.121033031160094,both
20,Im Grund,3.0,2020-10-22 12:00:00,2020-11-24 10:00:00,13,2020-11-02,2020-11-24,Im Grund,47.73496400898946,9.121033031160094,both
21,Jakobstraße,4.0,2020-07-20 12:00:00,2020-09-30 11:00:00,14,2020-07-20,2020-09-30,Jakobstraße,47.67665656752815,9.205758040126137,both
22,Konstanzer Straße,13.0,2020-05-27 12:00:00,2020-08-03 11:00:00,15,2020-05-27,2020-06-22,Konstanzer Straße,47.733538832427776,9.117262794545017,both
23,Mainaustraße,11.0,2020-03-09 11:00:00,2020-07-20 11:30:00,16,2020-03-09,2020-04-07,Mainaustraße,47.68169605238244,9.202310178885774,both
24,Mainaustraße,11.0,2020-03-09 11:00:00,2020-07-20 11:30:00,16,2020-05-07,2020-07-20,Mainaustraße,47.68395876251142,9.202184614319956,both
25,Mainaustraße ,14.0,2020-07-20 12:00:00,2020-09-30 09:30:00,17,2020-07-20,2020-09-30,Mainaustraße,47.68395876251142,9.202184614319956,both
26,Max-Stromeyer-Straße,13.0,2020-02-28 10:00:00,2020-05-07 13:00:00,18,2020-02-28,2020-05-07,Max-Stromeyer-Straße,47.6744935828457,9.166021880274492,both
27,Obere Laube ,5.0,2020-04-01 15:00:00,2020-05-07 08:30:00,19,2020-04-01,2020-05-07,Obere Laube,47.66032312133468,9.17156654185498,both
28,Radolfzeller Straße,12.0,2020-06-07 12:00:00,2020-11-24 08:30:00,20,2020-04-07,2020-09-02,Radolfzeller Straße,47.69028306180859,9.14725145128156,both
29,Radolfzeller Straße,12.0,2020-06-07 12:00:00,2020-11-24 08:30:00,20,2020-09-02,2020-11-24,Radolfzeller Straße,47.693624947446025,9.143645220870615,both
30,Radolfzeller Straße ,8.0,2020-03-03 16:00:00,2020-06-07 12:00:00,21,2020-03-03,2020-04-01,Radolfzeller Straße,47.6895871408889,9.147927425242186,both
31,Radolfzeller Straße ,8.0,2020-03-03 16:00:00,2020-06-07 12:00:00,21,2020-04-07,2020-09-02,Radolfzeller Straße,47.69028306180859,9.14725145128156,both
32,Reutestraße,6.0,2020-03-17 11:30:00,2020-04-30 12:00:00,22,2020-03-17,2020-06-03,Reutestraße,47.6822025535273,9.153436475380916,both
33,Reutestraße ,5.0,2020-01-30 12:30:00,2020-06-03 10:30:00,23,2020-01-30,2020-03-17,Reutestraße,47.681445720887126,9.155288875063096,both
34,Reutestraße ,5.0,2020-01-30 12:30:00,2020-06-03 10:30:00,23,2020-03-17,2020-06-03,Reutestraße,47.6822025535273,9.153436475380916,both
35,Rheingutstraße,3.0,2020-11-05 11:00:00,2020-12-31 23:30:00,24,2020-11-05,2021-01-12,Rheingutstraße,47.66735855085348,9.165823644103602,both
36,Rheingutstraße ,3.0,2020-08-31 12:00:00,2020-11-05 10:30:00,25,2020-08-31,2020-11-05,Rheingutstraße,47.66739883901232,9.165462880636747,both
37,Schwaketenstraße,15.0,2020-08-31 11:30:00,2020-09-11 10:30:00,26,2020-08-31,2020-09-11,Schwaketenstraße,47.68999110827243,9.148079333161943,both
38,Schwaketenstraße ,9.0,2020-12-11 12:00:00,2020-12-31 23:30:00,27,2020-12-11,2021-01-28,Schwaketenstraße,47.68999110827243,9.148079333161943,both
39,Schwedenschanze,2.0,2020-08-03 13:00:00,2020-10-22 11:00:00,28,2020-08-03,2020-10-22,Schwedenschanze,47.65609725927781,9.170564626338018,both
40,Sonnentauweg,3.0,2020-03-11 11:30:00,2020-04-01 09:30:00,29,2020-03-11,2020-04-01,Sonnentauweg,47.68343605732673,9.166720420838567,both
41,Untere Laube,16.0,2020-05-07 12:00:00,2020-09-02 08:30:00,30,2020-03-12,2020-08-31,Untere Laube,47.663885616300085,9.17304913135232,both
42,Untere Laube,16.0,2020-05-07 12:00:00,2020-09-02 08:30:00,30,2020-05-07,2020-09-02,Untere Laube,47.66376824512998,9.17326063537802,both
43,Wollmatinger Straße,20.0,2020-02-17 11:30:00,2020-07-20 10:00:00,31,2020-02-17,2020-05-26,Wollmatinger Straße,47.67612748674632,9.17874703609507,both
44,Wollmatinger Straße,20.0,2020-02-17 11:30:00,2020-07-20 10:00:00,31,2020-06-03,2020-07-20,Wollmatinger Straße,47.675684012913685,9.17993558495259,both
45,Zur Friedrichshöhe,3.0,2020-10-12 12:30:00,2020-11-30 12:00:00,32,2020-10-12,2020-11-30,Zur Friedrichshöhe,47.67573575862587,9.19276074482448,both
