('Grenzbachstrasse ? ', 'Vor Doebele Kreisel'),47.657227, 9.168441
('Gustav-Schwab-Str.', 'Schule'),47.673845, 9.174973
('Verbindungsstrasse Grenzbachstr/Laube', 'Mittig'),47.658060, 9.169652
('Verbindungsstrasse Grenzbachstr/Laube', 'Mittelinsel'),47.657382, 9.169321
('Grenzbachstr.', 'Mittig'),47.659472, 9.164944
('Universitaetsstrasse', 'Forstweg'),47.690382, 9.175658
